DEPTH,GR
302.057,8.972
302.209,8.304
302.361,7.45
302.514,7.105
302.666,8.198
302.819,9.228
302.971,10.229
303.123,10.643
303.276,10.544
303.428,10.181
303.581,11.067
303.733,12.68
303.885,14.129
304.038,13.628
304.19,12.123
304.343,11.208
304.495,11.673
304.647,12.222
304.8,12.415
304.952,13.681
305.105,14.795
305.257,15.224
305.409,15.14
305.562,13.597
305.714,11.734
305.867,10.822
306.019,10.716
306.171,11.18
306.324,11.955
306.476,13.417
306.629,14.109
306.781,13.839
306.933,13.521
307.086,13.286
307.238,12.481
307.391,11.326
307.543,11.556
307.695,12.628
307.848,13.07
308,13.03
308.153,12.461
308.305,12.401
308.457,12.001
308.61,11.645
308.762,11.185
308.915,9.448
309.067,8.177
309.219,8.734
309.372,9.1
309.524,8.466
309.677,7.464
309.829,7.026
309.981,7.427
310.134,8.225
310.286,9.506
310.439,10.25
310.591,10.769
310.743,10.844
310.896,10.8
311.048,11.927
311.201,13.187
311.353,13.27
311.505,12.195
311.658,13.164
311.81,15.197
311.963,16.182
312.115,15.486
312.267,14.216
312.42,14.287
312.572,13.825
312.725,12.217
312.877,9.219
313.029,9.182
313.182,9.749
313.334,10.698
313.487,12.111
313.639,14.027
313.791,16.468
313.944,17.257
314.096,16.332
314.249,14.63
314.401,14.333
314.553,15.385
314.706,16.104
314.858,15.832
315.011,14.465
315.163,13.647
315.315,13.525
315.468,13.657
315.62,13.277
315.773,11.917
315.925,10.782
316.077,10.969
316.23,12.034
316.382,12.126
316.535,11.519
316.687,11.671
316.839,13.278
316.992,12.793
317.144,12.245
317.297,13.232
317.449,15.414
317.601,15.312
317.754,12.553
317.906,10.17
318.059,10.225
318.211,10.812
318.363,12.517
318.516,14.485
318.668,15.388
318.821,15.3
318.973,14.659
319.125,13.291
319.278,12.378
319.43,12.475
319.583,13.483
319.735,13.859
319.887,13.923
320.04,12.961
320.192,13.268
320.345,14.003
320.497,14.373
320.649,14.38
320.802,13.466
320.954,12.979
321.107,12.911
321.259,12.342
321.411,11.07
321.564,10.031
321.716,10.078
321.869,10.113
322.021,10.693
322.173,12.694
322.326,14.702
322.478,14.877
322.631,14.846
322.783,14.594
322.935,14.123
323.088,13.388
323.24,14.154
323.393,13.922
323.545,14.919
323.697,16.725
323.85,16.569
324.002,13.567
324.155,12.912
324.307,13.442
324.459,12.785
324.612,11.849
324.764,12.188
324.917,13.859
325.069,14.872
325.221,14.792
325.374,14.425
325.526,13.717
325.679,13.433
325.831,13.652
325.983,14.306
326.136,14.89
326.288,15.441
326.441,15.338
326.593,14.43
326.745,13.006
326.898,12.625
327.05,12.49
327.203,12.943
327.355,13.685
327.507,13.573
327.66,13.752
327.812,14.275
327.965,14.96
328.117,16.034
328.269,16.431
328.422,16.359
328.574,15.679
328.727,15.228
328.879,15.259
329.031,15.454
329.184,15.992
329.336,16.537
329.489,17.173
329.641,17.33
329.793,17.436
329.946,16.938
330.098,15.79
330.251,14.463
330.403,12.428
330.555,10.657
330.708,10.102
330.86,10.089
331.013,11.447
331.165,15.989
331.317,19.181
331.47,20.045
331.622,20.288
331.775,20.53
331.927,20.701
332.079,17.598
332.232,15.981
332.384,16.112
332.537,18.137
332.689,19.857
332.841,20.014
332.994,21.801
333.146,22.58
333.299,22.331
333.451,20.268
333.603,16.769
333.756,14.939
333.908,15.053
334.061,15.912
334.213,17.215
334.365,18.288
334.518,18.799
334.67,18.002
334.823,16.645
334.975,17.039
335.127,18.081
335.28,18.277
335.432,16.984
335.585,15.912
335.737,15.971
335.889,17.345
336.042,18.832
336.194,20.309
336.347,19.905
336.499,17.359
336.651,15.688
336.804,15.509
336.956,14.651
337.109,13.827
337.261,14.102
337.413,15.744
337.566,16.739
337.718,15.816
337.871,12.632
338.023,13.189
338.175,14.233
338.328,14.542
338.48,14.561
338.633,12.964
338.785,13.105
338.937,14.096
339.09,15.414
339.242,16.123
339.395,16.367
339.547,15.043
339.699,13.421
339.852,12.529
340.004,12.852
340.157,14.563
340.309,15.578
340.461,15.618
340.614,14.958
340.766,14.779
340.919,16.082
341.071,17.014
341.223,17.917
341.376,17.438
341.528,17.155
341.681,17.88
341.833,18.103
341.985,17.919
342.138,16.883
342.29,15.903
342.443,15.955
342.595,16.144
342.747,15.779
342.9,14.817
343.052,13.761
343.205,13.828
343.357,14.03
343.509,15.048
343.662,15.578
343.814,15.513
343.967,14.813
344.119,14.505
344.271,14.988
344.424,14.663
344.576,14.044
344.729,14.471
344.881,15.156
345.033,15.286
345.186,14.545
345.338,13.379
345.491,12.419
345.643,13.167
345.795,14.208
345.948,14.478
346.1,13.98
346.253,11.87
346.405,10.682
346.557,11.921
346.71,14.484
346.862,15.394
347.015,15.049
347.167,13.885
347.319,13.816
347.472,15.093
347.624,18.483
347.777,21.143
347.929,21.4
348.081,21.148
348.234,18.038
348.386,17.647
348.539,18.252
348.691,18.119
348.843,16.752
348.996,15.87
349.148,15.908
349.301,16.356
349.453,18.057
349.605,19.638
349.758,19.024
349.91,19.07
350.063,19.515
350.215,19.274
350.367,18.223
350.52,17.149
350.672,16.502
350.825,16.149
350.977,16.508
351.129,16.662
351.282,16.941
351.434,17.316
351.587,17.685
351.739,19.735
351.891,21.039
352.044,21.233
352.196,22.154
352.349,24.62
352.501,25.745
352.653,25.581
352.806,25.865
352.958,25.833
353.111,24.645
353.263,22.301
353.415,19.864
353.568,17.769
353.72,18.984
353.873,19.752
354.025,19.086
354.177,15.881
354.33,14.695
354.482,15.385
354.635,16.622
354.787,16.83
354.939,16.508
355.092,15.158
355.244,12.786
355.397,12.43
355.549,12.391
355.701,11.575
355.854,11.132
356.006,12.192
356.159,14.388
356.311,15.509
356.463,15.185
356.616,13.907
356.768,14.833
356.921,16.547
357.073,17.604
357.225,17.714
357.378,17.28
357.53,17.362
357.683,16.589
357.835,15.918
357.987,14.495
358.14,13.859
358.292,13.831
358.445,14.547
358.597,15.292
358.749,15.804
358.902,15.586
359.054,14.869
359.207,13.964
359.359,13.844
359.511,14.43
359.664,15.886
359.816,18.189
359.969,19.541
360.121,19.557
360.273,17.555
360.426,17.356
360.578,16.491
360.731,14.914
360.883,14.789
361.035,15.585
361.188,15.935
361.34,15.782
361.493,14.709
361.645,12.095
361.797,10.971
361.95,11.591
362.102,14.353
362.255,17.148
362.407,18.231
362.559,18.459
362.712,16.698
362.864,15.201
363.017,15.557
363.169,15.091
363.321,13.619
363.474,13.848
363.626,15.286
363.779,15.379
363.931,14.848
364.083,13.944
364.236,14.169
364.388,14.393
364.541,14.216
364.693,12.307
364.845,11.3
364.998,11.924
365.15,12.508
365.303,12.395
365.455,12.019
365.607,11.96
365.76,12.877
365.912,13.224
366.065,13.188
366.217,12.717
366.369,12.068
366.522,12.263
366.674,13.29
366.827,14.234
366.979,14.798
367.131,14.885
367.284,14.817
367.436,14.868
367.589,14.509
367.741,14.503
367.893,15.148
368.046,15.447
368.198,14.909
368.351,14.798
368.503,15.703
368.655,16.867
368.808,17.348
368.96,16.595
369.113,14.967
369.265,14.903
369.417,15.312
369.57,15.264
369.722,14.27
369.875,13.517
370.027,13.946
370.179,16.593
370.332,18.072
370.484,18.394
370.637,18.046
370.789,17.738
370.941,18.247
371.094,17.717
371.246,15.927
371.399,14.418
371.551,14.078
371.703,15.229
371.856,16.327
372.008,16.721
372.161,17.507
372.313,19.083
372.465,19.786
372.618,19.487
372.77,18.504
372.923,16.297
373.075,15.823
373.227,17.662
373.38,19.271
373.532,19.016
373.685,17.673
373.837,17.086
373.989,17.427
374.142,16.896
374.294,15.518
374.447,14.404
374.599,14.116
374.751,14.267
374.904,14.159
375.056,13.848
375.209,14.87
375.361,14.77
375.513,13.674
375.666,14.157
375.818,16.093
375.971,16.321
376.123,14.578
376.275,12.475
376.428,13.217
376.58,15.147
376.733,16.067
376.885,16.396
377.037,16.124
377.19,15.902
377.342,16.525
377.495,16.346
377.647,15.15
377.799,13.886
377.952,13.295
378.104,14.5
378.257,15.325
378.409,15.211
