DEPTH,GR
212.141,7.512
212.293,7.125
212.446,7.348
212.598,7.621
212.75,7.664
212.903,8.305
213.055,7.141
213.208,8.016
213.36,7.824
213.512,7.828
213.665,7.605
213.817,7.797
213.97,7.785
214.122,9.078
214.274,8.219
214.427,7.836
214.579,5.68
214.732,7.188
214.884,8.148
215.036,9.445
215.189,8.844
215.341,8.727
215.494,9.164
215.646,8.211
215.798,8.656
215.951,7.676
216.103,7.074
216.256,7.289
216.408,6.891
216.56,8.398
216.713,7.742
216.865,7.926
217.018,6.852
217.17,6.211
217.322,6.012
217.475,6.441
217.627,5.785
217.78,6.758
217.932,6.332
218.084,8.953
218.237,7.996
218.389,7.332
218.542,5.793
218.694,6.754
218.846,8.492
218.999,8.453
219.151,7.77
219.304,7.336
219.456,6.762
219.608,7.43
219.761,7.73
219.913,8.781
220.066,7.91
220.218,7.121
220.37,7.762
220.523,7.102
220.675,8.453
220.828,7.82
220.98,8.266
221.132,8.469
221.285,9.773
221.437,10.625
221.59,9.844
221.742,7.453
221.894,7.457
222.047,7.449
222.199,8.758
222.352,7.895
222.504,6.746
222.656,5.875
222.809,7.578
222.961,8.648
223.114,10.164
223.266,9.172
223.418,9.828
223.571,10.258
223.723,10.648
223.876,10.859
224.028,8.258
224.18,9.414
224.333,8.555
224.485,10.523
224.638,9.188
224.79,9.422
224.942,8.867
225.095,6.859
225.247,5.984
225.4,4.824
225.552,5.906
225.704,5.27
225.857,5.25
226.009,6.117
226.162,7.66
226.314,8.086
226.466,7.434
226.619,6.859
226.771,8.172
226.924,8.297
227.076,8.383
227.228,8.586
227.381,9.164
227.533,8.727
227.686,6.773
227.838,5.609
227.99,5.82
228.143,7.109
228.295,8.445
228.448,10.133
228.6,8.852
228.752,8.492
228.905,6.168
229.057,6.82
229.21,6.801
229.362,8.539
229.514,9.188
229.667,9.586
229.819,10.031
229.972,9.328
230.124,7.801
230.276,5.84
230.429,6.613
230.581,8.328
230.734,7.723
230.886,7.648
231.038,6.133
231.191,7.875
231.343,8.078
231.496,7.434
231.648,7.824
231.8,6.145
231.953,8.305
232.105,7.645
232.258,9.977
232.41,9.336
232.562,8.828
232.715,8.836
232.867,9.273
233.02,10.047
233.172,9.836
233.324,10.227
233.477,11.055
233.629,11.703
233.782,11.523
233.934,10.648
234.086,8.906
234.239,8.891
234.391,9.531
234.544,9.102
234.696,9.688
234.848,8.609
235.001,9.258
235.153,7.723
235.306,9.914
235.458,10.148
235.61,9.945
235.763,7.75
235.915,7.086
236.068,9.016
236.22,10.117
236.372,12.391
236.525,11.625
236.677,11.188
236.83,10.242
236.982,10.906
237.134,10.352
237.287,11.242
237.439,9.266
237.592,8.867
237.744,7.32
237.896,7.473
238.049,8.203
238.201,8.844
238.354,10
238.506,11.078
238.658,10.867
238.811,11.648
238.963,10.563
239.116,9.68
239.268,10.227
239.42,11.32
239.573,12.844
239.725,10.359
239.878,7.965
240.03,6.242
240.182,5.664
240.335,6.531
240.487,8.789
240.64,9.438
240.792,10.961
240.944,9.422
241.097,9.648
241.249,6.871
241.402,8.32
241.554,9.617
241.706,11.922
241.859,11.055
242.011,9.75
